molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL6063287,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4C(N)=O)c(F)cc23)C[C@H]1C,390.0,active
CHEMBL5802932,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4C(=O)NC)c(F)cc23)C[C@H]1C,749.0,active
CHEMBL5848744,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4C(N)=O)c(F)cc23)C[C@H]1C,67.0,active
CHEMBL6013512,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4N)c(F)cc23)C[C@H]1C,452.0,active
CHEMBL5855852,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4cc(OC)cc5ccccc45)c(F)cc23)C[C@H]1C,32400.0,inactive
CHEMBL6024127,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(C4CCCCC4)c(Cl)cc23)C[C@H]1C,53.0,active
CHEMBL5972074,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(CC(C)(C)C)c(Cl)cc23)C[C@H]1C,1040.0,intermediate
CHEMBL6021068,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(C4CCCC4)c(Cl)cc23)C[C@H]1C,631.0,active
CHEMBL5914366,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(C4CC4)c(Cl)cc23)C[C@H]1C,571.0,active
CHEMBL6018702,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(C4CCC4)c(Cl)cc23)C[C@H]1C,304.0,active
CHEMBL5748635,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(CCC)c(Cl)cc23)C[C@H]1C,823.0,active
CHEMBL5952965,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(C#CC(C)(C)C)c(Cl)cc23)C[C@H]1C,34000.0,inactive
CHEMBL5788083,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ncccc4C)c(Cl)cc23)C[C@H]1C,345.0,active
CHEMBL5934703,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ncccc4OC)c(Cl)cc23)C[C@H]1C,1220.0,intermediate
CHEMBL5983367,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)cnn3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,84.0,active
CHEMBL5821602,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4ccc(C#N)cc4F)c(Cl)cc23)C[C@H]1C,324.0,active
CHEMBL6039941,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4ccccc4C#N)c(Cl)cc23)C[C@H]1C,763.0,active
CHEMBL6001675,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4ccccc4C(C)C)c(Cl)cc23)C[C@H]1C,6.0,active
CHEMBL5970315,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C)c3nc(Cl)c(Cl)cc23)CC1,58300.0,inactive
CHEMBL6042398,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C)c3ncccc23)CC1,250000.0,inactive
CHEMBL5861057,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4ccccc4S(C)(=O)=O)c(Cl)cc23)C[C@H]1C,5097.0,intermediate
CHEMBL5819563,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)cncc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,50.0,active
CHEMBL5912166,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)cncc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)C[C@H]1C,134.0,active
CHEMBL5766266,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4ccccc4F)c(F)cc23)C[C@H]1C,160.0,active
CHEMBL5852651,C=CC(=O)N1C[C@@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4ccccc4F)c(F)cc23)[C@@H](C)C1,195.0,active
CHEMBL5850755,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)cccc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,71.0,active
CHEMBL6031233,CC(C)c1ncnc(C(C)C)c1-n1c(=O)nc(N2CCN(C(=O)/C=C/CN(C)C)C[C@@H]2C)c2cc(Cl)c(-c3ccccc3F)nc21,1230.0,intermediate
CHEMBL5771383,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,37.0,active
CHEMBL5744583,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)cc(Br)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,79.0,active
CHEMBL5868349,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(Cl)ncnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,71.0,active
CHEMBL5916667,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(Cl)ncnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@H]1C,66.0,active
CHEMBL5910189,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)cc(P(C)(C)=O)cc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,376.0,active
CHEMBL5928146,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(=O)N(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,184000.0,inactive
CHEMBL5871475,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(N(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C(C)C)c(Cl)cc23)C[C@H]1C,105.0,active
CHEMBL5791380,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncn(C)c3=O)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,84.0,active
CHEMBL5887713,C=CC(=C)N1C[C@H](C)N(C2=NC(=C)N(c3ccc(S(=C)C)cc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc32)C[C@H]1C,677.0,active
CHEMBL6005890,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)cncc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,57.0,active
CHEMBL5873163,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(N(CC)CC)ccnc3C(C)C)c3nc(-c4ccccc4C(C)C)c(Cl)cc23)C[C@H]1C,200.0,active
CHEMBL5928190,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(N(CC)CC)ccnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@H]1C,80.0,active
CHEMBL5786974,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(N(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@H]1C,143.0,active
CHEMBL5768679,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(Br)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,80.0,active
CHEMBL5789516,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,1010.0,intermediate
CHEMBL5911962,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@@H]1CO,8340.0,intermediate
CHEMBL5901125,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(CC(C)(C)OC)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,5040.0,intermediate
CHEMBL5780189,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)OC)c3nc(-c4ccccc4F)c(Cl)cc23)CC1,6130.0,intermediate
CHEMBL5842477,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)nc23)C[C@H]1C,322.0,active
CHEMBL5759727,C=CC(=O)N1C[C@@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)nc23)[C@@H](C)C1,301.0,active
CHEMBL5979606,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(CC(C)(C)C#N)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,3350.0,intermediate
CHEMBL6002186,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C#N)c3nc(-c4ccccc4F)c(Cl)cc23)[C@@H](C)C1,3700.0,intermediate
CHEMBL5820079,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C#N)c3nc(-c4ccccc4F)c(Cl)cc23)CC1,12100.0,inactive
CHEMBL5979838,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(NC)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,26.0,active
CHEMBL6061035,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(N(C)C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,98.0,active
CHEMBL5747837,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(N4CCOCC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,114.0,active
CHEMBL6065137,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(NCCN(C)C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,51.0,active
CHEMBL5748109,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(N4CCC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,103.0,active
CHEMBL5927242,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C3CC3)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,9.0,active
CHEMBL5958986,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C3CC3)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@H]1C,49.0,active
CHEMBL5967211,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(CC)ncnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,194.0,active
CHEMBL6013729,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(CC)ncnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@H]1C,59.0,active
CHEMBL5806578,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,570.0,active
CHEMBL5900895,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@@H]1C,13400.0,inactive
CHEMBL5876168,CC#CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(F)cc23)C[C@H]1C,24000.0,inactive
CHEMBL5771738,Cc1ccnc(C(C)C)c1-n1c(=O)nc(N2C[C@@H](C)N(C(=O)C#CCN(C)C)C[C@@H]2C)c2cc(F)c(-c3ccccc3F)nc21,330.0,active
CHEMBL5779850,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)cc(CN(C)C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,195.0,active
CHEMBL5803938,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)cc(CN4CCCC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,96.0,active
CHEMBL5810748,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)cc(N(C)C)cc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,66.0,active
CHEMBL5925264,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(N(C)C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)C(F)(F)F)c(Cl)cc23)C[C@H]1C,455.0,active
CHEMBL5775001,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(N(C)C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)CC)c(Cl)cc23)C[C@H]1C,357.0,active
CHEMBL5772505,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(N(C)C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)C4CC4)c(Cl)cc23)C[C@H]1C,503.0,active
CHEMBL5958659,C=CC(=O)N1[C@H](C)CN(c2nc(=O)n(-c3c(C)cc(N)nc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)C[C@@H]1C,1250.0,intermediate
CHEMBL5855625,C=CC(=O)N1[C@H](C)CN(c2nc(=O)n(-c3c(C)cc(N)nc3C(C)C)c3nc(-c4ccccc4F)c(F)cc23)C[C@@H]1C,14000.0,inactive
CHEMBL5780318,C=CC(=O)N1[C@H](C)CN(c2nc(=O)n(-c3c(C)cc(N)nc3C(C)C)c3nc(-c4c(N)cccc4F)c(F)cc23)C[C@@H]1C,7530.0,intermediate
CHEMBL5779776,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@H]1C,33.0,active
CHEMBL5978231,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C(F)(F)F)c(Cl)cc23)C[C@H]1C,28.0,active
CHEMBL5982874,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)C[C@H]1C,22.0,active
CHEMBL5845474,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C)c(F)cc23)C[C@H]1C,439.0,active
CHEMBL5770553,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4Cl)c(Cl)cc23)C[C@H]1C,37.0,active
CHEMBL5846780,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4)c(Cl)cc23)C[C@H]1C,109.0,active
CHEMBL5887074,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C(C)C)c(Cl)cc23)C[C@H]1C,34.0,active
CHEMBL5876595,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C4CC4)ccnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@H]1C,122.0,active
CHEMBL5746750,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)[C@@H](C)C1,46.0,active
CHEMBL5781073,C=CC(=O)N1[C@H](C)CN(c2nc(=O)n(-c3c(C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C)c(Cl)cc23)C[C@@H]1C,75.0,active
CHEMBL5931347,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4cc(OC(F)(F)F)ccc4F)c(Cl)cc23)C[C@H]1C,313.0,active
CHEMBL5881326,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4cc(F)c(F)cc4O)c(Cl)cc23)C[C@H]1C,68.0,active
CHEMBL5815895,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)C(C)C1C,22200.0,inactive
CHEMBL5928863,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(C)=O)c(Cl)cc23)C[C@H]1C,54.0,active
CHEMBL5842198,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)C(F)(F)F)c(Cl)cc23)C[C@H]1C,65.0,active
CHEMBL5993650,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4N(C)C(C)=O)c(Cl)cc23)C[C@H]1C,352.0,active
CHEMBL5914207,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)CC)c(Cl)cc23)C[C@H]1C,53.0,active
CHEMBL5874486,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4NC(=O)C(F)(F)F)c(Cl)cc23)C[C@H]1C,190.0,active
CHEMBL5901764,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4NC(=O)C4CC4)c(Cl)cc23)C[C@H]1C,60.0,active
CHEMBL5778592,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4NC(=O)OC)c(Cl)cc23)C[C@H]1C,64.0,active
CHEMBL5852944,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)OC)c(Cl)cc23)C[C@H]1C,56.0,active
CHEMBL5773339,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)C4CC4)c(Cl)cc23)C[C@H]1C,8.0,active
CHEMBL5993604,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(F)cccc4NC(=O)C(F)F)c(Cl)cc23)C[C@H]1C,41.0,active
CHEMBL5748339,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4NC(=O)C(F)F)c(Cl)cc23)C[C@H]1C,152.0,active
CHEMBL5929139,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4cccc(F)c4NC(C)=O)c(Cl)cc23)C[C@H]1C,167.0,active
CHEMBL5979784,C#CCNc1cccc(F)c1-c1nc2c(cc1Cl)c(N1C[C@@H](C)N(C(=O)C=C)C[C@@H]1C)nc(=O)n2-c1c(C)ccnc1C(C)C,67.0,active
CHEMBL5832322,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4cc(O)cc5ccccc45)c(F)cc23)C[C@H]1C,570.0,active
CHEMBL5830314,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(CN(CC)CC)ccnc3C(C)C)c3nc(-c4ccccc4C(C)C)c(Cl)cc23)C[C@H]1C,268.0,active
CHEMBL5968899,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(CN(CC)C(C)C)ccnc3C(C)C)c3nc(-c4ccccc4C(C)C)c(Cl)cc23)C[C@H]1C,279.0,active
CHEMBL5954110,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(CN4CCCC4)ccnc3C(C)C)c3nc(-c4ccccc4C(C)C)c(Cl)cc23)C[C@H]1C,197.0,active
CHEMBL5802164,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(N)cccc4F)c(Cl)cc23)CC1CC#N,166.0,active
CHEMBL6032933,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(Cl)c(Cl)cc23)CC1CC#N,24900.0,inactive
CHEMBL5924374,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)CC1CC#N,166.0,active
CHEMBL6002050,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)CC1CC#N,2070.0,intermediate
CHEMBL5812672,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)CC1CC#N,344.0,active
CHEMBL5850843,C=CC(=O)N1CCN(c2nc(=O)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C(CC#N)C1,3820.0,intermediate
CHEMBL5820284,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(Cl)cc24)-c2ccccc2C/C=C\Cc2cccc(C(C)C)c2-3)C[C@H]1C,12800.0,inactive
CHEMBL5757985,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(Cl)cc24)-c2ccccc2C/C=C\Cc2ccccc2-3)C[C@H]1C,7030.0,intermediate
CHEMBL6026524,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n3c4nc(c(Cl)cc24)-c2ccccc2OC/C=C\Cc2ccccc2-3)C[C@H]1C,8130.0,intermediate
CHEMBL5780310,C=CC(=O)N1C[C@H](C)N(c2nc(=N)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,313.0,active
CHEMBL5946086,C=CC(=O)N1C[C@H](C)N(c2n/c(=N\C)n(CC(C)(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,348.0,active
CHEMBL6005437,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3ccccc3C(C)C)c3c2CCN(c2ccccc2)C3)C[C@H]1C,132000.0,inactive
CHEMBL6043567,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4ccc(F)cc4F)c(F)cc23)C[C@H]1C,380.0,active
CHEMBL5760300,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(OC)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,62.0,active
CHEMBL6047734,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(C#N)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,104.0,active
CHEMBL6008027,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(OCCOC)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,369.0,active
CHEMBL5897375,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(OCCN(C)C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,64.0,active
CHEMBL5790715,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(S(=O)(=O)CCC)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,189.0,active
CHEMBL6016091,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(C=C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,46.0,active
CHEMBL5966333,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(CN(C)C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,81.0,active
CHEMBL6061340,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(CN4CCC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,294.0,active
CHEMBL6061650,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(CN4CCOCC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,133.0,active
CHEMBL6000631,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(CN4CCCC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,127.0,active
CHEMBL5943878,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)nc(C4CC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,66.0,active
CHEMBL5851044,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)nc(C4CC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@@H]1C,3440.0,intermediate
CHEMBL6022939,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)cc(C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,73.0,active
CHEMBL5782051,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C)cc(C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@@H]1C,1610.0,intermediate
CHEMBL6024060,CCc1cc(C)c(-n2c(=O)nc(N3C[C@@H](C)N(C(C)=O)C[C@@H]3C)c3cc(Cl)c(-c4ccccc4F)nc32)c(C(C)C)n1,49.0,active
CHEMBL5819425,CCc1cc(C)c(-n2c(=O)nc(N3C[C@H](C)N(C(C)=O)C[C@@H]3C)c3cc(Cl)c(-c4ccccc4F)nc32)c(C(C)C)n1,1032.0,intermediate
CHEMBL6047764,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(C)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,52.0,active
CHEMBL5832716,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(C4CC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,96.0,active
CHEMBL5879948,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(CC)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,550.0,active
CHEMBL6039601,C=CC(=O)N1C[C@H](C)N(c2nc(=O)n(-c3c(C(C)C)nc(CN4CCN(C)CC4)nc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)C[C@H]1C,64.0,active
