molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL5206119,CCCC[C@@H]1NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC2CCCCC2)NC1=O,11110.0,inactive
CHEMBL5181204,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cscn2)NC1=O,2269.0,intermediate
CHEMBL5202925,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2cc(F)c(F)c(F)c2)NC(=O)[C@H](Cc2cscn2)NC1=O,11110.0,inactive
CHEMBL5206709,CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)[C@H](COC)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,1133.0,intermediate
CHEMBL5205422,C=CCO[C@H]1CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H]12,1.0,active
CHEMBL5203513,C=CCO[C@H]1CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC3CCC3)NC(=O)[C@H]12,2.0,active
CHEMBL5172805,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,1.0,active
CHEMBL5171215,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC2CCC2)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.0,active
CHEMBL5176621,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,20.0,active
CHEMBL5204036,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H]3CC[C@H](C3)N2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,201.0,active
CHEMBL5200027,CCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC1=O,5.0,active
CHEMBL5170078,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCC#N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,24.0,active
CHEMBL5185153,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCC(=O)O)NC(=O)[C@@H]2[C@@H](C)CCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,43.0,active
CHEMBL5198497,CCCCC[C@@H]1NC(=O)[C@@H]2C[C@H](OCC(=O)O)CN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC1=O,23.0,active
CHEMBL5200054,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H]2C[C@H](OCC(=O)O)CN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,25.0,active
CHEMBL5185461,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H]2C[C@H](OCC(=O)O)CN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,33.0,active
CHEMBL5193444,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CC[C@@H](c3ccccc3)N2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,94.0,active
CHEMBL5182829,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,1.0,active
CHEMBL5189930,C=CC[C@H]1CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]12,1.0,active
CHEMBL5172862,CCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC1=O,1.0,active
CHEMBL5177687,C=CC[C@H]1CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCCCC)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]12,1.0,active
CHEMBL5175409,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN=[N+]=[N-])NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,1.0,active
CHEMBL5185010,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC1=O,1.0,active
CHEMBL5175141,CC(=O)N[C@@H](CCCCN=[N+]=[N-])C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C1=O,1.0,active
CHEMBL2086790,O=S(=O)(NCCOc1ccc2ccccc2c1)c1ccc(NO)cc1,500.0,active
CHEMBL2086789,O=S(=O)(c1ccc(NO)cc1)N(CCOc1ccc2ccccc2c1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,700.0,active
CHEMBL5176540,Nc1nc2c(ncn2CCN(CCOc2ccc3ccccc3c2)S(=O)(=O)c2ccc(NO)cc2)c(=O)[nH]1,500.0,active
CHEMBL5178832,C=CC(=O)N1CCN(c2nc(NCCC(=O)N(C)C)nc3c(F)c(-c4cc(O)cc5ccccc45)c(Cl)cc23)CC1,726.0,active
CHEMBL285848,CCCC[C@@H](C)/C=C(C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O,3580.0,intermediate
CHEMBL5191267,CSCC[C@H](CC(=O)[C@H](/C=C\[C@@H](/C=C/[C@@H](N)CS)C(C)C)Cc1ccccc1)C(=O)O,25000.0,inactive
CHEMBL351706,N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1c[nH]cn1,2300.0,intermediate
CHEMBL5206068,CC=C(C#N)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,96.32,active
CHEMBL5205064,CCC=C(C#N)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,270.88,active
CHEMBL5194712,CC(C)C=C(C#N)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,283.84,active
CHEMBL5171974,CN1CCC[C@H]1COc1nc2c(c(N3CCN(C(=O)C(C#N)=CC4CC4)[C@@H](CC#N)C3)n1)CCN(c1cccc3cccc(Cl)c13)C2,25.44,active
CHEMBL5185805,CN1CCC[C@H]1COc1nc2c(c(N3CCN(C(=O)C(C#N)=CC(C)(C)C)[C@@H](CC#N)C3)n1)CCN(c1cccc3cccc(Cl)c13)C2,639.91,active
CHEMBL5183988,C=CC(=O)N1C[C@@H]2CCOc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@H]1C,3.0,active
CHEMBL5185314,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@H]2C1,171.0,active
CHEMBL5172544,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OCC[C@@H]2C1,15460.0,inactive
CHEMBL5171553,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OCC[C@H]2C1,9.0,active
CHEMBL5192093,C=CC(=O)N1C[C@H]2COc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@H]1C,117.0,active
CHEMBL5190874,C=CC(=O)N1C[C@H]2COc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@@H]1C,135.0,active
CHEMBL5207711,C=CC(=O)N1CCN2c3ncnc4c(F)c(-c5c(O)cccc5F)c(Cl)c(c34)OCC[C@H]2C1,5.0,active
CHEMBL5173371,C=CC(=O)N1C[C@@H]2CCOc3c(Cl)c(-c4c(O)cccc4F)c(F)c4ncnc(c34)N2C[C@@H]1C,138.0,active
CHEMBL5266172,C=CC(=O)Nc1ccc(-n2nc(C(C)C)c(-c3c(C)ccc4[nH]ncc34)c2C)c(F)c1,500.0,active
CHEMBL5269632,C=CC(=O)Nc1ccc(-n2nc(C(C)C)c(-c3c(C)ccc4[nH]ncc34)c2C)c(C)c1,1500.0,intermediate
CHEMBL5283602,C=CC(=O)N1CC2(CC(n3nc(C(C)C)c(-c4c(C)ccc5[nH]ncc45)c3C)C2)C1,3900.0,intermediate
CHEMBL5291136,C=CC(=O)N1CC2(CC(n3nc(C4CCCCC4)c(-c4c(Cl)ccc5[nH]ncc45)c3C)C2)C1,700.0,active
CHEMBL5290313,C=CC(=O)N1CC2(CC(n3nc(-c4cccnc4)c(-c4c(Cl)ccc5[nH]ncc45)c3C)C2)C1,500.0,active
CHEMBL5267790,C=CC(=O)N1CC2(CC(n3nc(-c4cccnc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,90.0,active
CHEMBL5272753,C=CC(=O)N1CC2(CC(n3nc(-c4ccccc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,20.0,active
CHEMBL5287837,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5[nH]ncc5c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,20.0,active
CHEMBL5289194,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5cn[nH]c5c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,50.0,active
CHEMBL5291208,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(c4)ncn5C)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,140.0,active
CHEMBL5291301,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5CCN(C)C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,30.0,active
CHEMBL5271997,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5nn(CCN6CCOCC6)cc5c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,10.0,active
CHEMBL5281254,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5CCOC)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,8.0,active
CHEMBL5267907,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5nn(CCOC)cc5c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,4.0,active
CHEMBL4293433,C=CC(=O)N1CCN(C(=O)CNc2cc(I)c(Cl)cc2O)CC1,100000.0,inactive
CHEMBL5269554,C=CC(=O)N1CC(N2CCN(C(=O)CNc3cc(Cl)c(Cl)cc3O)CC2)C1,50000.0,inactive
CHEMBL5290757,Oc1cc(Cl)c(C(F)(F)F)c(-c2ncc3c(N4CC5CCC4CN5)nc(OCC45CCCN4CCC5)nc3c2F)c1,1.0,active
CHEMBL5273771,Oc1ccc(C(F)(F)F)c(-c2ncc3c(N4CC5CCC4CN5)nc(OCC45CCCN4CCC5)nc3c2F)c1,1.0,active
CHEMBL5273942,Oc1cc(Cl)c(C2CC2)c(-c2ncc3c(N4CC5CCC4CN5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,50.0,active
CHEMBL5283120,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc(F)c5C5CC5)c(F)c4n3)C[C@@]([2H])(F)CN12,50.0,active
CHEMBL5284206,Oc1cc(Cl)c(C2CC2)c(-c2ncc3c(N4CC5CCC4CN5)nc(OC[C@]45CCCN4C[C@@H](F)C5)nc3c2F)c1,50.0,active
CHEMBL5279095,[2H]C1([2H])CC[C@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc(Cl)c5C5CC5)c(F)c4n3)C[C@]([2H])(F)CN12,50.0,active
CHEMBL5271704,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,50.0,active
CHEMBL5275944,[2H][C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC3CN4)c3cnc(-c4cc(O)cc5ccc(F)c(C#C)c45)c(F)c3n2)C1,50.0,active
CHEMBL5279813,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc6ccc(F)c(F)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,50.0,active
CHEMBL5271131,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC4CN5)c4cnc(-c5cc(O)cc(Cl)c5C5CC5)c(F)c4n3)C[C@@]([2H])(F)CN12,50.0,active
CHEMBL5279741,Cc1cc2c(-n3cncn3)nc3c(F)c(-c4cc(O)cc5ccc(Cl)cc45)c(CCC#N)cc3c2n1[C@H]1[C@H]2CN[C@@H]1C2,100.0,active
CHEMBL5286985,C[C@H](Oc1nc2c(F)c(-c3csc4ccccc34)c(CCC#N)cc2c2c1cc(CN1CCCC1=O)n2[C@H]1[C@H]2CN[C@@H]1C2)[C@@H]1CCCN1C,100.0,active
CHEMBL5278600,CN(C)C1(C)CN(c2nc3c(F)c(-c4cccc5ccc(F)cc45)c(CCC#N)cc3c3c2cc(CN2CCOCC2=O)n3[C@@H]2[C@@H]3CN[C@H]2C3)C1,100.0,active
CHEMBL5273368,Cc1nc2c(F)c(-c3cccc(Cl)c3Cl)c(CCC#N)cc2c2c1cc([C@@H](C)NS(=O)(=O)C1CC1)n2[C@H]1[C@H]2CN[C@@H]1C2,100.0,active
CHEMBL5277348,Cc1nc2c(F)c(-c3cccc(Cl)c3Cl)c(CCC#N)cc2c2c1cc([C@@H](C)NC(=O)c1cscn1)n2[C@H]1[C@H]2CN[C@@H]1C2,100.0,active
CHEMBL5277955,Cc1nc2c(F)c(-c3cccc(Cl)c3Cl)c(CCC#N)cc2c2c1cc([C@@H](C)NC(=O)c1ccncn1)n2[C@H]1[C@H]2CN[C@@H]1C2,100.0,active
CHEMBL5271053,[2H]C1([2H])CC[C@]2(C([2H])([2H])Oc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@H](F)CN12,50.0,active
CHEMBL5289492,[2H]C1([2H])CC[C@@]2(C([2H])([2H])Oc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,50.0,active
CHEMBL5281775,[2H]C([2H])(Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccc(F)c(C#C)c34)c(F)c2n1)[C@@]12CCCN1C[C@]([2H])(F)C2,50.0,active
CHEMBL5271197,[2H]C([2H])(Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccc(F)c(C#C)c34)c(F)c2n1)[C@@]12CCCN1C[C@H](F)C2,50.0,active
CHEMBL5286333,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@H](F)CN12,50.0,active
CHEMBL5267616,[2H]C1([2H])CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccc(F)c(C#C)c56)c(F)c4n3)C[C@@]([2H])(F)CN12,50.0,active
CHEMBL5276263,[2H]C([2H])(Oc1nc(N2CC3CCC2CN3)c2cnc(-c3cc(O)cc(Cl)c3C(F)(F)F)c(F)c2n1)C12CCCN1CCC2,50.0,active
CHEMBL5282484,[2H]C([2H])(Oc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc(Cl)c3C(F)(F)F)c(F)c2n1)C12CCCN1CCC2,50.0,active
CHEMBL5268860,[2H]C1(F)CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccc(F)c(C#C)c45)c(F)c3n2)C1,50.0,active
